year,month,season,date,river,site,month-site,category,name,latin name,biomass,amount,total_biomass,total_biomass_mgL,density_individualL
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,三角四角藻,Tetraëdron trigonum (Näg.) Hansgirg,0.003,1,0.003,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,5,0.1,0.0009,454.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Euglena,绿裸藻,Euglena viridis Ehr,0.04,3,0.12,0.0011,272.7
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,4,0.008,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,2,0.12,0.0011,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,颗粒直链藻,Melosira granulata,0.007,24,0.168,0.0015,2181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,美丽星杆藻,Asterionella formosa,0.01,3,0.03,0.0003,272.7
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,短小辐节藻,Stauroneis kriegeri Patrick,0.0017,1,0.0017,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,小环藻,Cyclotella,0.003,3,0.009,0.0001,272.7
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,尖布纹藻,Gyrosigma acuminatum (Kütz.) Rabenhorst,0.05,1,0.05,0.0005,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,最小舟形藻,Navicula minima Grun.,0.015,1,0.015,0.0001,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cyanobacteria,卷曲鱼腥藻,Anabaena circinalis Rabenh.,0.0015,7,0.0105,0.0001,636.4
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cyanobacteria,小型色球藻,Chroococcus minor （Kutz） Nag,0.00074,1,0.00074,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,华美十字藻,Crucigenia lauterbornei chm,0.001,4,0.004,0,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,1,0.0005,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,1,0.001,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,1,0.0005,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,4,0.0008,0,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,四尾栅藻,Scenedesmus quadricauda （Turp）Bréb ,0.0005,1,0.0005,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,细小平裂藻,Merismopedia minima G. Beck,0.00003,1,0.00003,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,1,0.5,0.0045,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,3,0.06,0.0005,272.7
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Euglena,绿裸藻,Euglena viridis Ehr,0.04,1,0.04,0.0004,90.9
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,7,0.42,0.0076,1272.7
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,19,0.0323,0.0006,3454.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,2,0.004,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,38,0.304,0.0055,6909.1
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,中型脆杆藻,Fragilaria intermedia (Grun.)  Grun.,0.01,15,0.15,0.0027,2727.3
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,双头舟形藻,Navicula dicephala Ehr. ,0.015,3,0.045,0.0008,545.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,29,0.058,0.0011,5272.7
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,7,0.00021,0,1272.7
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,6,0.003,0.0001,1090.9
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,4,0.012,0.0002,727.3
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,2,0.001,0,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,10,0.02,0.0004,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,58,0.0116,0.0002,10545.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,78,3.12,0.0567,14181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,网状空星藻,Coelastrum eticulatum,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,单角盘星藻,Pediastrum simplex (Mey.) Lemm.,0.002,3,0.006,0.0001,545.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,26,0.013,0.0002,4727.3
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,11,0.011,0.0002,2000
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,17,0.017,0.0003,3090.9
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,89,1.78,0.0324,16181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Euglena,绿裸藻,Euglena viridis Ehr,0.04,1,0.04,0.0007,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Euglena,椭圆鳞孔藻,Lepocinclis steinii Lemm.em.Conr,0.03,1,0.03,0.0005,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,6,0.36,0.0065,1090.9
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,11,0.0187,0.0003,2000
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,2,0.004,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,31,0.248,0.0045,5636.4
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,中型脆杆藻,Fragilaria intermedia (Grun.)  Grun.,0.01,2,0.02,0.0004,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,小环藻,Cyclotella,0.003,3,0.009,0.0002,545.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,简单舟形藻,Navicula simplex Krassk.,0.015,1,0.015,0.0003,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,钝脆杆藻,Fragilaria capucina Desm.,0.01,3,0.03,0.0005,545.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,13,0.026,0.0005,2363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,2,0.00006,0,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,2,0.001,0,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,2,0.006,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,1,0.002,0,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,9,0.0018,0,1636.4
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,18,0.72,0.0131,3272.7
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,2,0.002,0,363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,11,0.0055,0.0001,2000
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,球衣藻,Chlamydomonas globosa Snow,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,23,0.023,0.0004,4181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,31,0.62,0.0113,5636.4
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Euglena,绿裸藻,Euglena viridis Ehr,0.04,1,0.04,0.0007,181.8
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,简单舟形藻,Navicula simplex Krassk.,0.015,2,0.03,0.0005,3636.4
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,11,0.0187,0.0003,20000
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,5,0.3,0.0055,9090.9
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,钝脆杆藻,Fragilaria capucina Desm.,0.01,1,0.01,0.0002,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,2,0.016,0.0003,3636.4
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,1,0.002,0,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,3,0.00009,0,5454.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,9,0.0018,0,16363.6
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,针形纤维藻,Ankistrodesmus acicularis (A.Br.) Korsch.,0.002,4,0.008,0.0001,7272.7
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,6,0.003,0.0001,10909.1
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,3,0.006,0.0001,5454.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,3,0.12,0.0022,5454.5
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,1,0.0005,0,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,1,0.001,0,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,2,0.16,0.0029,3636.4
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,1,0.5,0.0091,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,1,0.02,0.0004,1818.2
2021,Sept,summer,4/09/2021,MD,MD2,9-MD-2,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,7,0.007,0.0001,12727.3
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,8,0.48,0.0087,1454.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,肘状针杆藻,Synedra ulna Ehrenberg ,0.04,3,0.12,0.0022,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,14,0.0238,0.0004,2545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,双头舟形藻,Navicula dicephala Ehr. ,0.015,1,0.015,0.0003,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,小环藻,Cyclotella,0.003,2,0.006,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,尖布纹藻,Gyrosigma acuminatum (Kütz.) Rabenhorst,0.05,1,0.05,0.0009,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,15,0.12,0.0022,2727.3
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,中型脆杆藻,Fragilaria intermedia (Grun.)  Grun.,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,钝脆杆藻,Fragilaria capucina Desm.,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,11,0.00033,0,2000
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cyanobacteria,水华微囊藻,Microcystis flos-aquae (Wittr.) Kirchn. ,0.0005,4,0.002,0,727.3
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,12,0.024,0.0004,2181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,17,0.034,0.0006,3090.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,104,4.16,0.0756,18909.1
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,27,0.0135,0.0002,4909.1
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,针形纤维藻,Ankistrodesmus acicularis (A.Br.) Korsch.,0.002,5,0.01,0.0002,909.1
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,螺旋弓形藻,Schroederia spiralis (Printz.) korsch,0.005,1,0.005,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,单角盘星藻,Pediastrum simplex (Mey.) Lemm.,0.002,3,0.006,0.0001,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,3,0.003,0.0001,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,4,0.012,0.0002,727.3
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,1,0.0005,0,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,36,0.0072,0.0001,6545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,四尾栅藻,Scenedesmus quadricauda （Turp）Bréb ,0.0005,2,0.001,0,363.6
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,四角十字藻,Crucigenia puadrata Morren,0.001,3,0.003,0.0001,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,3,0.0015,0,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,4,0.32,0.0058,727.3
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,3,1.5,0.0273,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,53,1.06,0.0193,9636.4
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,47,0.047,0.0009,8545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Euglena,绿裸藻,Euglena viridis Ehr,0.04,2,0.08,0.0015,363.6
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,6,0.36,0.0065,1090.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,谷皮菱形藻,Nitzschia palea (Kütz.)  W. Smith,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,小环藻,Cyclotella,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,1,0.0017,0,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,7,0.056,0.001,1272.7
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,扁圆卵形藻,Cocconeis placentula (Ehr.)  Hust.,0.005,1,0.005,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,单角盘星藻,Pediastrum simplex (Mey.) Lemm.,0.002,3,0.006,0.0001,545.5
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,6,0.0012,0,1090.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,四角十字藻,Crucigenia puadrata Morren,0.001,1,0.001,0,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,5,0.0025,0,909.1
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,简单衣藻,Chlamydomonas simplex Pasch.,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,11,0.44,0.008,2000
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,1,0.002,0,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,1,0.001,0,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,4,0.32,0.0058,727.3
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,11,0.22,0.004,2000
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,12,0.012,0.0002,2181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Euglena,矩圆囊裸藻,Trachelomonas oblonga Lemm.,0.06,1,0.06,0.0011,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Euglena,绿裸藻,Euglena viridis Ehr,0.04,1,0.04,0.0007,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,1,0.002,0,90.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,普通等片藻,Diatoma vulgure Borg.,0.03,1,0.03,0.0003,90.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,变异直链藻,Melosira varians Ag.,0.006,2,0.012,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,4,0.032,0.0003,363.6
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,4,0.16,0.0015,363.6
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,10,0.002,0,909.1
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,1,0.003,0,90.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,1,0.0005,0,90.9
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,3,0.24,0.0022,272.7
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,2,0.002,0,181.8
2021,Sept,summer,4/09/2021,MD,MD3,9-MD-3,Euglena,绿裸藻,Euglena viridis Ehr,0.04,1,0.04,0.0004,90.9
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,广缘小环藻,Cyclotella bodonica Eulenst.,0.007,1,0.007,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,双头舟形藻,Navicula dicephala Ehr. ,0.015,1,0.015,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,变异直链藻,Melosira varians Ag.,0.006,1,0.006,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,颗粒直链藻,Melosira granulata,0.007,10,0.07,0.0006,1818.2
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,最小舟形藻,Navicula minima Grun.,0.015,1,0.015,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,9,0.072,0.0007,1636.4
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,104,4.16,0.0378,18909.1
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,31,0.0062,0.0001,5636.4
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,简单衣藻,Chlamydomonas simplex Pasch.,0.01,2,0.02,0.0002,363.6
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,6,0.003,0,1090.9
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,2,0.002,0,363.6
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,2,0.006,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,1,0.0005,0,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Chlorophyta,单角盘星藻,Pediastrum simplex (Mey.) Lemm.,0.002,1,0.002,0,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,10,5,0.0455,1818.2
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,2,0.16,0.0015,363.6
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,77,1.54,0.014,14000
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,49,0.049,0.0004,8909.1
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,2,0.12,0.0011,363.6
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,钝脆杆藻,Fragilaria capucina Desm.,0.01,1,0.01,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,最小舟形藻,Navicula minima Grun.,0.015,1,0.015,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,2,0.004,0,363.6
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,3,0.0051,0,545.5
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,扁圆卵形藻,Cocconeis placentula (Ehr.)  Hust.,0.005,1,0.005,0,181.8
2021,Sept,summer,4/09/2021,MD,MD4,9-MD-4,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,2,0.016,0.0001,363.6
